日期,标题,链接,浏览次数
2018-04-10,2018“看中国•外国青年影像计划”启动仪式暨第四届“金目奖”颁奖典礼举行,http://news.bnu.edu.cn/zx/ttgz/102422.htm,300
2018-04-10,“极地环境与气候变化前沿科学中心”通过教育部论证,http://news.bnu.edu.cn/zx/ttgz/102423.htm,172
2018-04-08,北师大召开全校干部大会,http://news.bnu.edu.cn/zx/ttgz/102424.htm,296
2018-04-03,北师大基础教育合作办学平台：艺体搭建新丝路,http://news.bnu.edu.cn/zx/ttgz/102425.htm,165
2018-03-29,聚焦新时代社会治理：共建共治共享——第三届中英社会治理现代化研讨会在北师大举办,http://news.bnu.edu.cn/zx/ttgz/102426.htm,220
2018-03-27,顾明远：谈谈未来教育的逻辑起点,http://news.bnu.edu.cn/zx/ttgz/102427.htm,151
2018-03-26,北师大召开校友会第七次会员代表大会,http://news.bnu.edu.cn/zx/ttgz/102428.htm,403
2018-03-26,黄会林、绍武教育思想研讨会举行,http://news.bnu.edu.cn/zx/ttgz/102429.htm,164
2018-03-26,纪念陶大镛诞辰100周年座谈会在京召开,http://news.bnu.edu.cn/zx/ttgz/102430.htm,126
2018-03-20,庞丽娟教授当选为十三届全国人大常委会委员,http://news.bnu.edu.cn/zx/ttgz/102431.htm,315
2018-03-19,北京师范大学12位教师入选第三批国家“万人计划”,http://news.bnu.edu.cn/zx/ttgz/102432.htm,172
2018-03-19,北师大三位师生完成南极科考任务顺利返校 邓文洪教授正在埃蒙森海进行鸟类调查,http://news.bnu.edu.cn/zx/ttgz/102433.htm,179
2018-03-19,第三届中美智慧教育大会在京召开 聚焦人工智能2.0与教育信息化2.0,http://news.bnu.edu.cn/zx/ttgz/102434.htm,172
2018-03-19,北京师范大学—国家林业局东北虎豹监测与研究中心揭牌,http://news.bnu.edu.cn/zx/ttgz/102435.htm,276
2018-03-19,北师大师生热切关注“两会”  全国“两会”代表委员积极参政议政,http://news.bnu.edu.cn/zx/ttgz/102436.htm,215
2018-03-02,北京师范大学启动研制首颗“极地观测小卫星”,http://news.bnu.edu.cn/zx/ttgz/102437.htm,166
2018-03-02,北京师范大学举办第四届“会林文化奖”颁奖典礼,http://news.bnu.edu.cn/zx/ttgz/102438.htm,183
2018-03-02,中国教育报头版头条报道北师大辅导员队伍建设经验,http://news.bnu.edu.cn/zx/ttgz/102439.htm,142
2018-03-02,北京师范大学两项科研成果获2017年度国家科学技术奖,http://news.bnu.edu.cn/zx/ttgz/102440.htm,204
2018-03-02,北京师范大学举办2017年度“感动师大”新闻人物颁奖典礼,http://news.bnu.edu.cn/zx/ttgz/102441.htm,239
2018-03-02,北京师范大学六个学科在全国第四轮学科评估中获评A+,http://news.bnu.edu.cn/zx/ttgz/102442.htm,157
2018-03-02,王宁教授领衔的“古代汉语教师团队”入选教育部首批“全国高校黄大年式教师团队”,http://news.bnu.edu.cn/zx/ttgz/102443.htm,169
2018-03-02,两位诺贝尔奖得主北师大揭秘引力波,http://news.bnu.edu.cn/zx/ttgz/102444.htm,267
2018-03-02,“中国好老师”公益行动计划全国工作推进会在京举行,http://news.bnu.edu.cn/zx/ttgz/102445.htm,145
2018-03-03,北京师范大学庆祝体育学科成立100周年 全国高校体育院系院长系主任高峰论坛同期举行,http://news.bnu.edu.cn/zx/ttgz/102446.htm,199
2018-03-02,中国共产党北京师范大学第十三次党员代表大会胜利召开,http://news.bnu.edu.cn/zx/ttgz/102447.htm,162
2018-03-03,2017北京学术前沿论坛在北京师范大学举办,http://news.bnu.edu.cn/zx/ttgz/102448.htm,83
2018-03-02,北师大师生喜迎党的十九大胜利召开 认真学习领会会议精神,http://news.bnu.edu.cn/zx/ttgz/102449.htm,157
2018-03-03,北京师范大学召开庆祝第33个教师节暨建校115周年表彰大会,http://news.bnu.edu.cn/zx/ttgz/102450.htm,148
2018-03-02,北京师范大学召开宣传思想工作会议,http://news.bnu.edu.cn/zx/ttgz/102451.htm,88
